2021	08	07	00	01	09	35.6335192081	-97.1445413426	2211	2.13	Mw	0	0	NEI	20210807000109
2021	08	07	00	05	30	35.6334656692	-97.1445507033	2220	2.01	Mw	0	0	NEI	20210807000530
2021	08	07	00	08	36	35.6334835535	-97.1445714431	2214	1.92	Mw	0	0	NEI	20210807000836
2021	08	07	00	10	03	35.6334557828	-97.1445385564	2226	2.03	Mw	0	0	NEI	20210807001003
2021	08	07	00	11	36	35.6334462096	-97.1446065297	2204	1.78	Mw	0	0	NEI	20210807001136
2021	08	07	00	13	09	35.6334699252	-97.1444718975	2224	1.93	Mw	0	0	NEI	20210807001309
2021	08	07	00	15	27	35.6334889119	-97.1445960712	2221	1.87	Mw	0	0	NEI	20210807001527
2021	08	07	00	17	04	35.6335132348	-97.1445533968	2204	2.13	Mw	0	0	NEI	20210807001704
2021	08	07	00	21	20	35.6334681733	-97.1445055760	2203	1.96	Mw	0	0	NEI	20210807002120
2021	08	07	00	24	19	35.6334644260	-97.1445364826	2209	1.99	Mw	0	0	NEI	20210807002419
2021	08	07	00	26	11	35.6334727351	-97.1445562048	2207	1.86	Mw	0	0	NEI	20210807002611
2021	08	07	00	27	19	35.6334645861	-97.1445880656	2230	2.05	Mw	0	0	NEI	20210807002719
2021	08	07	00	29	12	35.6335447112	-97.1445564777	2200	1.95	Mw	0	0	NEI	20210807002912
2021	08	07	00	29	55	35.6334344680	-97.1445397404	2201	2.08	Mw	0	0	NEI	20210807002955
2021	08	07	00	31	28	35.6334769998	-97.1445464141	2211	2.16	Mw	0	0	NEI	20210807003128
2021	08	07	00	31	58	35.6334993905	-97.1446173422	2228	1.98	Mw	0	0	NEI	20210807003158
2021	08	07	00	32	49	35.6334983726	-97.1446054596	2209	1.89	Mw	0	0	NEI	20210807003249
2021	08	07	00	36	32	35.6335165135	-97.1445506420	2208	1.90	Mw	0	0	NEI	20210807003632
2021	08	07	00	36	38	35.6334575325	-97.1445530005	2224	1.95	Mw	0	0	NEI	20210807003638
2021	08	07	00	41	27	35.6334920256	-97.1445135131	2227	1.84	Mw	0	0	NEI	20210807004127
2021	08	07	00	42	04	35.6334785195	-97.1445320633	2225	1.84	Mw	0	0	NEI	20210807004204
2021	08	07	00	44	28	35.6334565278	-97.1445633265	2221	1.96	Mw	0	0	NEI	20210807004428
2021	08	07	00	48	56	35.6334950313	-97.1446087701	2227	1.85	Mw	0	0	NEI	20210807004856
2021	08	07	00	51	15	35.6334758556	-97.1445826195	2214	1.72	Mw	0	0	NEI	20210807005115
2021	08	07	00	52	18	35.6334969691	-97.1445649215	2212	1.63	Mw	0	0	NEI	20210807005218
2021	08	07	00	55	01	35.6334854364	-97.1445736478	2199	1.70	Mw	0	0	NEI	20210807005501
2021	08	07	01	00	04	35.6335017585	-97.1445766087	2210	1.75	Mw	0	0	NEI	20210807010004
2021	08	07	01	04	08	35.6334606086	-97.1445784622	2230	1.94	Mw	0	0	NEI	20210807010408
2021	08	07	01	06	49	35.6334757799	-97.1444890670	2202	1.86	Mw	0	0	NEI	20210807010649
2021	08	07	01	07	16	35.6334401811	-97.1445346115	2223	1.72	Mw	0	0	NEI	20210807010716
2021	08	07	01	09	22	35.6334691298	-97.1445603441	2224	1.83	Mw	0	0	NEI	20210807010922
2021	08	07	01	09	58	35.6334564383	-97.1445732603	2220	1.87	Mw	0	0	NEI	20210807010958
2021	08	07	01	14	49	35.6334797024	-97.1445947989	2201	1.68	Mw	0	0	NEI	20210807011449
2021	08	07	01	16	24	35.6334616520	-97.1446154684	2227	1.64	Mw	0	0	NEI	20210807011624
2021	08	07	01	19	10	35.6335368631	-97.1445857565	2212	1.78	Mw	0	0	NEI	20210807011910
2021	08	07	01	21	54	35.6334978798	-97.1444908596	2223	1.75	Mw	0	0	NEI	20210807012154
2021	08	07	01	22	41	35.6335008820	-97.1445075485	2223	1.83	Mw	0	0	NEI	20210807012241
2021	08	07	01	26	40	35.6334323546	-97.1445710774	2219	1.66	Mw	0	0	NEI	20210807012640
2021	08	07	01	28	03	35.6335126269	-97.1445402083	2222	1.57	Mw	0	0	NEI	20210807012803
2021	08	07	01	29	32	35.6334983738	-97.1445505369	2223	1.67	Mw	0	0	NEI	20210807012932
2021	08	07	01	33	56	35.6334623788	-97.1445423461	2207	1.65	Mw	0	0	NEI	20210807013356
2021	08	07	01	39	38	35.6334618296	-97.1445528007	2209	1.75	Mw	0	0	NEI	20210807013938
2021	08	07	01	42	43	35.6334656027	-97.1445098206	2219	1.72	Mw	0	0	NEI	20210807014243
2021	08	07	01	52	59	35.6335258253	-97.1444643583	2226	1.65	Mw	0	0	NEI	20210807015259
2021	08	07	01	55	15	35.6335283278	-97.1445415867	2226	1.59	Mw	0	0	NEI	20210807015515
2021	08	07	01	59	54	35.6334924118	-97.1445289826	2218	1.54	Mw	0	0	NEI	20210807015954
2021	08	07	02	07	45	35.6334881884	-97.1446115432	2198	1.71	Mw	0	0	NEI	20210807020745
2021	08	07	02	11	02	35.6334155317	-97.1445237413	2210	1.53	Mw	0	0	NEI	20210807021102
2021	08	07	02	11	05	35.6334880608	-97.1445445174	2225	1.47	Mw	0	0	NEI	20210807021105
2021	08	07	02	12	20	35.6335129076	-97.1445610635	2219	1.59	Mw	0	0	NEI	20210807021220
2021	08	07	02	12	32	35.6334664625	-97.1445682582	2228	1.63	Mw	0	0	NEI	20210807021232
2021	08	07	02	13	26	35.6334715802	-97.1445313315	2199	1.54	Mw	0	0	NEI	20210807021326
2021	08	07	02	25	18	35.6334395481	-97.1445175742	2229	1.54	Mw	0	0	NEI	20210807022518
2021	08	07	02	25	45	35.6334846044	-97.1445515962	2216	1.55	Mw	0	0	NEI	20210807022545
2021	08	07	02	31	15	35.6334299472	-97.1445743906	2228	1.58	Mw	0	0	NEI	20210807023115
2021	08	07	02	31	41	35.6334780167	-97.1445334851	2219	1.50	Mw	0	0	NEI	20210807023141
2021	08	07	02	34	12	35.6334834670	-97.1446195997	2222	1.58	Mw	0	0	NEI	20210807023412
